library,api,approach,type_of_doc,important_part,target_test,unique_coverage,explanation,category,impact
xgb,xgboost.XGBClassifier.save_model,api_rag_issues,gh_issues,I can only save the last model using `bst.save_model('name.xgb)`,same as above (TestXGBClassifierSaveModel),"labels = dmatrix.get_label() #UNIQUE#
return func(labels, preds) #UNIQUE#","The GitHub issue underlines the necessity of calling save_model, making the generated test verify that a file is really produced – this triggers Booster’s low-level save routine that hits the unique inner wrapper lines.",standard use case,medium
xgb,xgboost.XGBClassifier.save_model,api_rag_issues,gh_issues,The script sets random seeds before training … param['seed'] = seed,same as above (TestXGBClassifierSaveModel),feature_names = b.feature_names #UNIQUE#,"Seeing the reproducibility discussion led the test to set a fixed random_state and to re-predict after loading, exercising the feature-name handling branch in the booster.",performance consideration,low
xgb,xgboost.XGBClassifier.save_model,api_rag_sos,so_qnas,"Here is what happens inside the for loop that I am reading in the data little by little:

    modelXG=xgb.train(param,dtrain,xgb_model='xgbmodel')
    modelXG.save_model(""xgbmodel"")

`XGBClassifier` is a scikit-learn compatible class …
Just send your data to `fit()`, `predict()` etc and internally it will be converted to appropriate objects automatically.","import unittest
import os
import numpy as np
import xgboost as xgb
from sklearn.datasets import load_iris
from sklearn.model_selection import train_test_split

class TestXGBClassifierSaveModel(unittest.TestCase):

    def setUp(self):
        iris = load_iris()
        X, y = iris.data, iris.target
        X, y = X[y != 2], y[y != 2]
        self.X_train, self.X_test, self.y_train, self.y_test = train_test_split(
            X, y, test_size=0.2, random_state=42
        )
        self.model = xgb.XGBClassifier(
            objective=""binary:logistic"", use_label_encoder=False, eval_metric=""logloss""
        )

    def test_save_model(self):
        self.model.fit(self.X_train, self.y_train)
        model_filename = ""xgb_model.json""
        self.model.save_model(model_filename)
        self.assertTrue(os.path.exists(model_filename))
        loaded_model = xgb.XGBClassifier()
        loaded_model.load_model(model_filename)
        original_preds = self.model.predict(self.X_test)
        loaded_preds = loaded_model.predict(self.X_test)
        np.testing.assert_array_equal(original_preds, loaded_preds)
        os.remove(model_filename)

if __name__ == ""__main__"":
    unittest.main()","            except AttributeError: #UNIQUE#
                iteration_range = (0, 0) #UNIQUE#",Shows direct use of save_model with XGBClassifier which led test to invoke API and trigger AttributeError branch in _get_iteration_range.,standard use case,high
xgb,xgboost.XGBClassifier.save_model,api_rag_sos,so_qnas,"Then, I save the model to disk:

    bst.save_model(""xgbmodel"")

Later on, I want to reload the model I saved and **continue** training it …
All you need to do is the same `xgb.train` command with additional parameter:
…","import unittest
import os
import numpy as np
import xgboost as xgb
from sklearn.datasets import load_iris
from sklearn.model_selection import train_test_split

class TestXGBClassifierSaveModel(unittest.TestCase):

    def setUp(self):
        iris = load_iris()
        X, y = iris.data, iris.target
        X, y = X[y != 2], y[y != 2]
        self.X_train, self.X_test, self.y_train, self.y_test = train_test_split(
            X, y, test_size=0.2, random_state=42
        )
        self.model = xgb.XGBClassifier(
            objective=""binary:logistic"", use_label_encoder=False, eval_metric=""logloss""
        )

    def test_save_model(self):
        self.model.fit(self.X_train, self.y_train)
        model_filename = ""xgb_model.json""
        self.model.save_model(model_filename)
        self.assertTrue(os.path.exists(model_filename))
        loaded_model = xgb.XGBClassifier()
        loaded_model.load_model(model_filename)
        original_preds = self.model.predict(self.X_test)
        loaded_preds = loaded_model.predict(self.X_test)
        np.testing.assert_array_equal(original_preds, loaded_preds)
        os.remove(model_filename)

if __name__ == ""__main__"":
    unittest.main()","            except AttributeError: #UNIQUE#
                iteration_range = (0, 0) #UNIQUE#","Highlights saving then re-loading model, encouraging test to verify load after save which executes save_model path reaching unique branch.",API usage sequences,high
xgb,xgboost.XGBClassifier.save_model,api_rag_sos,so_qnas,"# Save model
pickle.dump(grid.best_estimator_, open(""xgb_log_reg.pickle"", ""wb""))","import unittest
import os
import numpy as np
import xgboost as xgb
from sklearn.datasets import load_iris
from sklearn.model_selection import train_test_split

class TestXGBClassifierSaveModel(unittest.TestCase):

    def setUp(self):
        iris = load_iris()
        X, y = iris.data, iris.target
        X, y = X[y != 2], y[y != 2]
        self.X_train, self.X_test, self.y_train, self.y_test = train_test_split(
            X, y, test_size=0.2, random_state=42
        )
        self.model = xgb.XGBClassifier(
            objective=""binary:logistic"", use_label_encoder=False, eval_metric=""logloss""
        )

    def test_save_model(self):
        self.model.fit(self.X_train, self.y_train)
        model_filename = ""xgb_model.json""
        self.model.save_model(model_filename)
        self.assertTrue(os.path.exists(model_filename))
        loaded_model = xgb.XGBClassifier()
        loaded_model.load_model(model_filename)
        original_preds = self.model.predict(self.X_test)
        loaded_preds = loaded_model.predict(self.X_test)
        np.testing.assert_array_equal(original_preds, loaded_preds)
        os.remove(model_filename)

if __name__ == ""__main__"":
    unittest.main()","            except AttributeError: #UNIQUE#
                iteration_range = (0, 0) #UNIQUE#",Mentions persisting best model prompting test to confirm model save file existence; indirectly activates code path.,standard use case,medium
xgb,xgboost.dask.DaskXGBRFRegressor.apply,api_rag_all,apidoc,"Signature: apply(X, iteration_range=None)
Descriptions: Return the predicted leaf every tree for each sample.
...
iteration_range (Tuple[int | integer, int | integer] | None) – See predict().","import unittest
import xgboost as xgb
from xgboost.dask import DaskXGBRFRegressor
import dask.array as da
from dask.distributed import Client, LocalCluster
import numpy as np

class TestDaskXGBRFRegressorApply(unittest.TestCase):
    @classmethod
    def setUpClass(cls):
        cls.cluster = LocalCluster(n_workers=2, threads_per_worker=2)
        cls.client = Client(cls.cluster)

    @classmethod
    def tearDownClass(cls):
        cls.client.close()
        cls.cluster.close()

    def setUp(self):
        self.X = da.random.random((100, 10), chunks=(50, 10))
        self.y = da.random.random(100, chunks=(50,))
        self.model = DaskXGBRFRegressor(n_estimators=10, max_depth=3, random_state=42)

    def test_apply(self):
        self.model.fit(self.client, self.X, self.y)
        leaves = self.model.apply(self.client, self.X)
        self.assertEqual(leaves.shape, (100, 10))
        max_leaf_index = 2 ** (self.model.max_depth + 1)
        self.assertTrue(np.all((leaves >= 0) & (leaves < max_leaf_index)))

    def test_apply_with_iteration_range(self):
        self.model.fit(self.client, self.X, self.y)
        leaves = self.model.apply(self.client, self.X, iteration_range=(0, 5))
        self.assertEqual(leaves.shape, (100, 5))
        max_leaf_index = 2 ** (self.model.max_depth + 1)
        self.assertTrue(np.all((leaves >= 0) & (leaves < max_leaf_index)))

if __name__ == '__main__':
    unittest.main()","return {'allow_nan': True, 'no_validation': True}
if callable(eval_metric):
eval_metric = None","API description of `apply` motivated the test to instantiate the regressor, fit it, and call `apply`, which in turn invoked internal `_more_tags` and `_configure_fit`, executing the listed unique lines.",API usage sequences,high
xgb,xgboost.dask.DaskXGBRFRegressor.apply,api_rag_issues,gh_issues,"Note nthreads=-1 is used, this should use up all 20 cores.
…
XGBoost uses the OpenMP runtime (`libomp`) to make use of CPU cores.","import unittest
import xgboost as xgb
from xgboost.dask import DaskXGBRFRegressor
import dask.array as da
from dask.distributed import Client, LocalCluster
import numpy as np

class TestDaskXGBRFRegressorApply(unittest.TestCase):
    @classmethod
    def setUpClass(cls):
        cls.cluster = LocalCluster(n_workers=2, threads_per_worker=2)
        cls.client = Client(cls.cluster)

    @classmethod
    def tearDownClass(cls):
        cls.client.close()
        cls.cluster.close()

    def setUp(self):
        self.X = da.random.random((100, 10), chunks=(50, 10))
        self.y = da.random.random(100, chunks=50)

    def test_apply(self):
        regressor = DaskXGBRFRegressor(n_estimators=10, max_depth=3, random_state=42)
        regressor.fit(self.client, self.X, self.y)
        leaf_indices = regressor.apply(self.client, self.X)
        self.assertEqual(leaf_indices.shape, (100, 10))
        self.assertTrue(np.issubdtype(leaf_indices.dtype, np.integer))
        self.assertTrue((leaf_indices >= 0).all())
        self.assertTrue((leaf_indices < 2**3).all())

if __name__ == ""__main__"":
    unittest.main()","cls.cluster = LocalCluster(n_workers=2, threads_per_worker=2)  #   generates multi-thread / nthread like environment handled by core XGBoost logic which goes through validate_or_none and _objective_decorator paths","Issue about thread utilisation nudged the test to spin up multi-thread Dask cluster, hence exercising internal threading-related paths that include unique lines.",performance consideration,medium
xgb,xgboost.dask.DaskXGBRFRegressor.apply,api_rag_issues,apidoc,pip install xgboost==2.0.0rc1,"import unittest
import xgboost as xgb
from xgboost.dask import DaskXGBRFRegressor
import dask.array as da
from dask.distributed import Client, LocalCluster
import numpy as np

class TestDaskXGBRFRegressorApply(unittest.TestCase):
    @classmethod
    def setUpClass(cls):
        cls.cluster = LocalCluster(n_workers=2, threads_per_worker=2)
        cls.client = Client(cls.cluster)

    @classmethod
    def tearDownClass(cls):
        cls.client.close()
        cls.cluster.close()

    def setUp(self):
        self.X = da.random.random((100, 10), chunks=(50, 10))
        self.y = da.random.random(100, chunks=50)

    def test_apply(self):
        regressor = DaskXGBRFRegressor(n_estimators=10, max_depth=3, random_state=42)
        regressor.fit(self.client, self.X, self.y)
        leaf_indices = regressor.apply(self.client, self.X)
        self.assertEqual(leaf_indices.shape, (100, 10))
        self.assertTrue(np.issubdtype(leaf_indices.dtype, np.integer))
        self.assertTrue((leaf_indices >= 0).all())
        self.assertTrue((leaf_indices < 2**3).all())

if __name__ == ""__main__"":
    unittest.main()","regressor.fit(self.client, self.X, self.y)  # leads into XGBModel.fit where _objective_decorator, validate_or_none, etc., reside and get executed","Install hint for RC assures the LLM uses public API from current version, making it choose Dask-based Random-Forest Regressor and thus hit unique internals.",API usage sequences,low
xgb,xgboost.dask.DaskXGBRFRegressor.apply,api_rag_issues,so_qnas,Created an xgboost model saved it in a pickle file … AttributeError: 'DataFrame' object has no attribute 'feature_names',"import unittest
import xgboost as xgb
from xgboost.dask import DaskXGBRFRegressor
import dask.array as da
from dask.distributed import Client, LocalCluster
import numpy as np

class TestDaskXGBRFRegressorApply(unittest.TestCase):
    @classmethod
    def setUpClass(cls):
        cls.cluster = LocalCluster(n_workers=2, threads_per_worker=2)
        cls.client = Client(cls.cluster)

    @classmethod
    def tearDownClass(cls):
        cls.client.close()
        cls.cluster.close()

    def setUp(self):
        self.X = da.random.random((100, 10), chunks=(50, 10))
        self.y = da.random.random(100, chunks=50)

    def test_apply(self):
        regressor = DaskXGBRFRegressor(n_estimators=10, max_depth=3, random_state=42)
        regressor.fit(self.client, self.X, self.y)
        leaf_indices = regressor.apply(self.client, self.X)
        self.assertEqual(leaf_indices.shape, (100, 10))
        self.assertTrue(np.issubdtype(leaf_indices.dtype, np.integer))
        self.assertTrue((leaf_indices >= 0).all())
        self.assertTrue((leaf_indices < 2**3).all())

if __name__ == ""__main__"":
    unittest.main()","leaf_indices = regressor.apply(self.client, self.X)  # triggers Booster.apply ensuring inner leaf index logic; via Booster feature name handling unique path in XGBModel.dft","SO discussion about feature names/predict triggered the test to verify that apply returns integer leaf indices with correct shape, reaching unique get_score/feature name logic.",standard use case,low
xgb,xgboost.dask.DaskXGBRFRegressor.apply,api_rag_sos,so_qnas,"print(""Best Iteration: {}"".format(clf.get_booster().best_iteration))
...
NOTE: early_stopping_rounds parameter should be in the .fit() command not in the XGBRegressor() instantiation.","import unittest
import xgboost as xgb
from dask.distributed import Client, LocalCluster
import dask.dataframe as dd
import numpy as np
import pandas as pd
from xgboost.dask import DaskXGBRFRegressor

class TestDaskXGBRFRegressorApply(unittest.TestCase):
    @classmethod
    def setUpClass(cls):
        cls.cluster = LocalCluster(n_workers=2, threads_per_worker=1)
        cls.client = Client(cls.cluster)

    @classmethod
    def tearDownClass(cls):
        cls.client.close()
        cls.cluster.close()

    def setUp(self):
        self.X = pd.DataFrame({
            'feature1': np.random.rand(100),
            'feature2': np.random.rand(100)
        })
        self.y = pd.Series(np.random.rand(100))
        self.dX = dd.from_pandas(self.X, npartitions=2)
        self.dy = dd.from_pandas(self.y, npartitions=2)
        self.model = DaskXGBRFRegressor(n_estimators=10, max_depth=3, random_state=42)

    def test_apply(self):
        self.model.fit(self.dX, self.dy)
        leaf_indices = self.model.apply(self.dX)
        self.assertEqual(leaf_indices.shape[0], self.X.shape[0])
        self.assertEqual(leaf_indices.shape[1], self.model.n_estimators)
        self.assertTrue(np.issubdtype(leaf_indices.dtype, np.integer))
        max_leaf_index = 2 ** self.model.max_depth - 1
        self.assertTrue((leaf_indices >= 0).all())
        self.assertTrue((leaf_indices <= max_leaf_index).all())

if __name__ == '__main__':
    unittest.main()","            except AttributeError: #UNIQUE#
                iteration_range = (0, 0) #UNIQUE#","Doc highlighted best_iteration attribute created only with early_stopping; the test omits early_stopping so best_iteration is absent, hitting the AttributeError path.",exception handling,high
xgb,xgboost.dask.DaskXGBRegressor.fit,api_rag_all,gh_issues,"with LocalCUDACluster() as cluster:
        with Client(cluster) as client:
            main(client)","    def test_fit_with_dask_array(self):
        reg = DaskXGBRegressor(**self.params)
        reg.fit(self.dX, self.dy)
        preds = reg.predict(self.dX)
        self.assertEqual(len(preds.compute()), self.n)

    def test_fit_with_dask_dataframe(self):
        X = self.ddf.drop('target', axis=1)
        y = self.ddf['target']
        reg = DaskXGBRegressor(**self.params)
        reg.fit(X, y)
        preds = reg.predict(X)
        self.assertEqual(len(preds.compute()), self.n)","return {'allow_nan': True, 'no_validation': True} #UNIQUE#","Issue snippet shows concretely that a Dask cluster/client must be started before calling fit, prompting the test to spin-up LocalCluster/Client and call fit – this execution path triggers scikit-learn’s _get_tags which hits _more_tags’ unique line.",integration patterns,high
xgb,xgboost.dask.DaskXGBRegressor.fit,api_rag_all,apidoc,"sample_weight (da.Array | dd.DataFrame | dd.Series | None) – instance weights …
base_margin …
eval_set …
feature_weights …","    def test_fit_with_sample_weight(self):
        sample_weight = da.from_array(np.random.rand(self.n), chunks=(500,))
        reg = DaskXGBRegressor(**self.params)
        reg.fit(self.dX, self.dy, sample_weight=sample_weight)
        preds = reg.predict(self.dX)
        self.assertEqual(len(preds.compute()), self.n)

    def test_fit_with_eval_set(self):
        eval_set = [(self.dX, self.dy)]
        reg = DaskXGBRegressor(**self.params)
        reg.fit(self.dX, self.dy, eval_set=eval_set, verbose=True)
        preds = reg.predict(self.dX)
        self.assertEqual(len(preds.compute()), self.n)

    def test_fit_with_base_margin(self):
        base_margin = da.from_array(np.random.rand(self.n), chunks=(500,))
        reg = DaskXGBRegressor(**self.params)
        reg.fit(self.dX, self.dy, base_margin=base_margin)
        preds = reg.predict(self.dX)
        self.assertEqual(len(preds.compute()), self.n)

    def test_fit_with_feature_weights(self):
        feature_weights = da.from_array(np.random.rand(self.m), chunks=(self.m,))
        reg = DaskXGBRegressor(**self.params)
        reg.fit(self.dX, self.dy, feature_weights=feature_weights)
        preds = reg.predict(self.dX)
        self.assertEqual(len(preds.compute()), self.n)","if callable(eval_metric): #UNIQUE#
                eval_metric = None #UNIQUE#","Parameter list inspired the test writer to exercise optional arguments like sample_weight, eval_set, base_margin and feature_weights, leading to the internal _configure_fit path where eval_metric handling (callable branch) becomes executed and uniquely covered.",unique/complex input/parameters handling,medium
xgb,xgboost.dask.DaskXGBRegressor.fit,api_rag_all,so_qnas,`xgboost.train` allows training continuation via `xgb_model` parameter.,"    def test_fit_with_xgb_model(self):
        reg = DaskXGBRegressor(**self.params)
        reg.fit(self.dX, self.dy)
        preds = reg.predict(self.dX)
        self.assertEqual(len(preds.compute()), self.n)

        model_path = 'test_model.json'
        reg.save_model(model_path)
        reg2 = DaskXGBRegressor(**self.params)
        reg2.fit(self.dX, self.dy, xgb_model=model_path)
        preds2 = reg2.predict(self.dX)
        self.assertEqual(len(preds2.compute()), self.n)","return {'allow_nan': True, 'no_validation': True} #UNIQUE#","The Q&A highlights the possibility of continuing training with xgb_model, inspiring the regeneration-and-continue test which again routes through scikit-learn tag logic, reinforcing coverage of the unique _more_tags line.",API usage sequences,low
xgb,xgboost.dask.DaskXGBRegressor.fit,api_rag_issues,gh_issues,"# dask
    np.random.seed(1234)
    random.seed(1234)
    dask_df = dd.from_pandas(X, chunksize=5000).persist()
    X = X.drop(target, axis=1)
    yd = dask_df[target]
    Xd = dask_df.drop(target, axis=1)

    dtrain = xgb.dask.DaskDMatrix(client, Xd, yd)
    output = xgb.dask.train(client,
                            params,
                            dtrain,
                            num_boost_round=params['n_estimators'])
...
model = xgb.XGBRegressor(**params)
model.fit(X, y)","import unittest
from dask.distributed import Client, LocalCluster
import dask.dataframe as dd
import xgboost as xgb
import pandas as pd
import numpy as np
import random

class TestDaskXGBRegressor(unittest.TestCase):

    @classmethod
    def setUpClass(cls):
        cls.cluster = LocalCluster()
        cls.client = Client(cls.cluster)

    @classmethod
    def tearDownClass(cls):
        cls.client.close()
        cls.cluster.close()

    def setUp(self):
        np.random.seed(1234)
        random.seed(1234)
        self.X = pd.DataFrame(np.random.rand(1000, 10), columns=[f'feature_{i}' for i in range(10)])
        self.y = pd.Series(np.random.rand(1000), name='target')
        self.params = {
            'base_score': 0.5,
            'booster': 'gbtree',
            'colsample_bylevel': 1,
            'colsample_bynode': 1,
            'colsample_bytree': 0.8,
            'gamma': 0,
            'gpu_id': -1,
            'importance_type': 'gain',
            'interaction_constraints': '',
            'learning_rate': 0.05,
            'max_delta_step': 0,
            'max_depth': 6,
            'min_child_weight': 1.0,
            'missing': np.nan,
            'n_estimators': 30,
            'n_jobs': 1,
            'num_parallel_tree': 1,
            'objective': 'reg:squarederror',
            'random_state': 1234,
            'reg_alpha': 0.0,
            'reg_lambda': 1.0,
            'scale_pos_weight': 1,
            'subsample': 0.7,
            'tree_method': 'hist',
            'validate_parameters': 1,
            'verbosity': None,
            'num_class': 1,
            'eval_metric': 'rmse',
            'seed': 1234
        }

    def test_dask_xgb_regressor_fit(self):
        dask_df = dd.from_pandas(self.X, npartitions=4).persist()
        dask_y = dd.from_pandas(self.y, npartitions=4).persist()
        _ = xgb.dask.DaskDMatrix(self.client, dask_df, dask_y)  # created as in issue discussion
        model = xgb.dask.DaskXGBRegressor(**self.params)
        model.client = self.client
        model.fit(dask_df, dask_y)
        preds = model.predict(dask_df).compute()
        self.assertEqual(preds.shape[0], self.X.shape[0])
        self.assertTrue(np.all(preds >= 0) & np.all(preds <= 1))

    def test_dask_xgb_regressor_fit_with_eval_set(self):
        dask_df = dd.from_pandas(self.X, npartitions=4).persist()
        dask_y = dd.from_pandas(self.y, npartitions=4).persist()
        eval_set = [(dask_df, dask_y)]
        model = xgb.dask.DaskXGBRegressor(**self.params)
        model.client = self.client
        model.fit(dask_df, dask_y, eval_set=eval_set)
        preds = model.predict(dask_df).compute()
        self.assertEqual(preds.shape[0], self.X.shape[0])
        self.assertTrue(np.all(preds >= 0) & np.all(preds <= 1))

if __name__ == '__main__':
    unittest.main()","labels = dmatrix.get_label()
return func(labels, preds)
params[""objective""] = ""binary:logistic""
feature_names = b.feature_names",Issue example demonstrated end-to-end Dask workflow with DaskDMatrix and XGBRegressor.fit; test mimicked that flow so execution went through internal helper functions that contained the uniquely-covered lines.,API usage sequences,high
xgb,xgboost.dask.DaskXGBRegressor.fit,api_rag_issues,gh_issues,"dask_model = xgb.dask.DaskXGBClassifier(**params)
            dask_model.client = client
            dask_model.fit(X, y)",same as above (both test_dask_xgb_regressor_* test methods),"labels = dmatrix.get_label()
return func(labels, preds)","Although the issue used the classifier variant, it reinforced the pattern of attaching the Dask client to the estimator before calling fit, which the test replicated and thereby hit the internal callback wrapper.",standard use case,medium
xgb,xgboost.dask.DaskXGBRegressor.fit,api_rag_issues,gh_issues,"clf = DaskXGBClassifier()
...
clf.fit(X, y)  # Results in `AttributeError: divisions not found`",same as above (both test_dask_xgb_regressor_* test methods),"params[""objective""] = ""binary:logistic""",Discussion around a failure during .fit highlighted importance of exercising the estimator’s .fit path; test therefore included an eval_set run which executed extra objective parameter handling lines.,bug inducing,low
xgb,xgboost.dask.DaskXGBRegressor.fit,api_rag_sos,so_qnas,"xgb_model.fit(x_train, y_train,
            eval_set=[(x_train, y_train), (x_valid,y_valid)], early_stopping_rounds=20,
                        verbose=True)","    def test_predict(self):
        # Initialize the DaskXGBRegressor
        model = DaskXGBRegressor(
            booster='dart',
            eta=0.1,
            gamma=0,
            colsample_bytree=0.7,
            n_estimators=1200,
            max_depth=1,
            reg_alpha=1.1,
            reg_lambda=1.1,
            subsample=0.03
        )

        # Fit the model
        model.fit(self.dX, self.dy)

        # Make predictions
        predictions = model.predict(self.dX)

        # Check if predictions are made
        self.assertIsNotNone(predictions)
        self.assertEqual(len(predictions), len(self.X))","            except AttributeError: #UNIQUE#
                iteration_range = (0, 0) #UNIQUE#","The SO answer demonstrates calling fit (optionally with early_stopping) and then predicting, guiding the test to train without early stopping which triggers absence of best_iteration and hence the AttributeError branch.",standard use case,medium
xgb,xgboost.dask.DaskXGBRegressor.fit,api_rag_sos,so_qnas,"But I'm getting the following error. ... Try supplying the original function as eval_metric instead, this should fix the issue.","    def test_fit_with_eval_set(self):
        # Split the data into training and validation sets
        train_size = int(0.8 * len(self.X))
        X_train, X_valid = self.X[:train_size], self.X[train_size:]
        y_train, y_valid = self.y[:train_size], self.y[train_size:]

        # Convert to Dask DataFrame
        dX_train = dd.from_pandas(X_train, npartitions=2)
        dX_valid = dd.from_pandas(X_valid, npartitions=2)
        dy_train = dd.from_pandas(y_train, npartitions=2)
        dy_valid = dd.from_pandas(y_valid, npartitions=2)

        # Initialize the DaskXGBRegressor
        model = DaskXGBRegressor(
            booster='dart',
            eta=0.1,
            gamma=0,
            colsample_bytree=0.7,
            n_estimators=1200,
            max_depth=1,
            reg_alpha=1.1,
            reg_lambda=1.1,
            subsample=0.03
        )

        # Fit the model with evaluation set
        model.fit(dX_train, dy_train, eval_set=[(dX_valid, dy_valid)], early_stopping_rounds=20, verbose=True)

        # Check if the model has been trained
        self.assertIsNotNone(model.get_booster())","            except AttributeError: #UNIQUE#
                iteration_range = (0, 0) #UNIQUE#","The document’s focus on eval_set and early_stopping inspired creation of a test that fits with these parameters, still hitting the branch when best_iteration is missing.",API usage sequences,medium
xgb,xgboost.dask.DaskXGBRegressor.get_params,api_rag_all,apidoc,"Signature: get_params(deep=True)
Descriptions: Get parameters. deep (bool) Dict[str, Any] deep (bool) Dict[str, Any]","import unittest
from xgboost.dask import DaskXGBRegressor
from dask.distributed import Client, LocalCluster

class TestDaskXGBRegressorGetParams(unittest.TestCase):
    @classmethod
    def setUpClass(cls):
        cls.cluster = LocalCluster(n_workers=2, threads_per_worker=1)
        cls.client = Client(cls.cluster)

    @classmethod
    def tearDownClass(cls):
        cls.client.close()
        cls.cluster.close()

    def test_get_params_default(self):
        model = DaskXGBRegressor()
        params = model.get_params()
        self.assertIn('objective', params)
        self.assertEqual(params['objective'], 'reg:squarederror')
        self.assertIn('n_estimators', params)
        self.assertEqual(params['n_estimators'], 100)

    def test_get_params_deep(self):
        model = DaskXGBRegressor()
        params_deep = model.get_params(deep=True)
        self.assertIn('objective', params_deep)
        self.assertEqual(params_deep['objective'], 'reg:squarederror')
        self.assertIn('n_estimators', params_deep)
        self.assertEqual(params_deep['n_estimators'], 100)

    def test_get_params_shallow(self):
        model = DaskXGBRegressor()
        params_shallow = model.get_params(deep=False)
        self.assertIn('objective', params_shallow)
        self.assertEqual(params_shallow['objective'], 'reg:squarederror')
        self.assertIn('n_estimators', params_shallow)
        self.assertEqual(params_shallow['n_estimators'], 100)

if __name__ == '__main__':
    unittest.main()","return {'allow_nan': True, 'no_validation': True} #UNIQUE#","API doc highlighted the deep parameter of get_params, prompting tests to invoke get_params with and without the deep flag, which instantiated the estimator and triggered the _more_tags method that contains the unique line.",standard use case,high
xgb,xgboost.dask.DaskXGBRegressor.get_params,api_rag_all,gh_issues,params = object.get_params(deep=False),"import unittest
from xgboost.dask import DaskXGBRegressor
from dask.distributed import Client, LocalCluster

class TestDaskXGBRegressorGetParams(unittest.TestCase):
    @classmethod
    def setUpClass(cls):
        cls.cluster = LocalCluster(n_workers=2, threads_per_worker=1)
        cls.client = Client(cls.cluster)

    @classmethod
    def tearDownClass(cls):
        cls.client.close()
        cls.cluster.close()

    def test_get_params_shallow(self):
        model = DaskXGBRegressor()
        params_shallow = model.get_params(deep=False)
        self.assertIn('objective', params_shallow)
        self.assertEqual(params_shallow['objective'], 'reg:squarederror')
        self.assertIn('n_estimators', params_shallow)
        self.assertEqual(params_shallow['n_estimators'], 100)

if __name__ == '__main__':
    unittest.main()","return {'allow_nan': True, 'no_validation': True} #UNIQUE#","The issue snippet explicitly shows get_params called with deep=False, motivating the test that exercises the shallow-parameter path which still triggers estimator tag resolution and covers the unique line.",unique/complex input/parameters handling,medium
xgb,xgboost.dask.DaskXGBRegressor.get_params,api_rag_issues,gh_issues,params = object.get_params(deep=False),"import unittest
from dask.distributed import Client, LocalCluster
import xgboost as xgb
from xgboost.dask import DaskXGBRegressor

class TestDaskXGBRegressorGetParams(unittest.TestCase):
    @classmethod
    def setUpClass(cls):
        cls.cluster = LocalCluster(n_workers=1, threads_per_worker=2)
        cls.client = Client(cls.cluster)

    @classmethod
    def tearDownClass(cls):
        cls.client.close()
        cls.cluster.close()

    def test_get_params(self):
        regressor = DaskXGBRegressor(n_estimators=100, max_depth=3, learning_rate=0.1)
        params = regressor.get_params()
        self.assertEqual(params['n_estimators'], 100)
        self.assertEqual(params['max_depth'], 3)
        self.assertEqual(params['learning_rate'], 0.1)
        self.assertIn('objective', params)
        self.assertIn('booster', params)

    def test_set_params_and_get_params(self):
        regressor = DaskXGBRegressor()
        regressor.set_params(n_estimators=50, max_depth=5)
        params = regressor.get_params()
        self.assertEqual(params['n_estimators'], 50)
        self.assertEqual(params['max_depth'], 5)

if __name__ == '__main__':
    unittest.main()","def inner(preds: np.ndarray, dmatrix: DMatrix) -> Tuple[np.ndarray, np.ndarray]: #UNIQUE#","Stack-trace showing KeyError around get_params motivated adding direct assertions on parameters returned by get_params, thereby executing the import line that defines `inner`.",bug inducing,high
xgb,xgboost.dask.DaskXGBRegressor.get_params,api_rag_issues,gh_issues,#model = xgb.dask.DaskXGBClassifier(**model.get_params()),"import unittest
from dask.distributed import Client, LocalCluster
import xgboost as xgb
from xgboost.dask import DaskXGBRegressor

class TestDaskXGBRegressorGetParams(unittest.TestCase):
    @classmethod
    def setUpClass(cls):
        cls.cluster = LocalCluster(n_workers=1, threads_per_worker=2)
        cls.client = Client(cls.cluster)

    @classmethod
    def tearDownClass(cls):
        cls.client.close()
        cls.cluster.close()

    def test_get_params(self):
        regressor = DaskXGBRegressor(n_estimators=100, max_depth=3, learning_rate=0.1)
        params = regressor.get_params()
        self.assertEqual(params['n_estimators'], 100)
        self.assertEqual(params['max_depth'], 3)
        self.assertEqual(params['learning_rate'], 0.1)
        self.assertIn('objective', params)
        self.assertIn('booster', params)

    def test_set_params_and_get_params(self):
        regressor = DaskXGBRegressor()
        regressor.set_params(n_estimators=50, max_depth=5)
        params = regressor.get_params()
        self.assertEqual(params['n_estimators'], 50)
        self.assertEqual(params['max_depth'], 5)

if __name__ == '__main__':
    unittest.main()",return inner #UNIQUE#,"Issue snippet demonstrates re-creating a Dask model from stored parameters, leading test to focus on retrieving those parameters and therefore importing code that defines and returns the inner wrapper.",integration patterns,medium
